SEQPLT16,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m
151,AL,ABC Coke,56076,Alabama Power Co,195,"Drummond Company, Inc.",5321,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,073,Jefferson,33.582793,-86.779866,108814.3823,135206.6299,96490.0108,87239.10185,116062.2365,21685.3496,21422.89669,29606.92702,24040.25315,11261.61737,4147.723466,8415.24627,5144.429758,1552.925522,1338.484505,76657.99692,94070.93238,71707.08417,70938.35448,69899.61063
152,AL,Alabama Pine Pulp,54429,Alabama Power Co,195,Alabama River Cellulose LLC,57356,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,099,Monroe,31.5825,-87.4889,49529.85168,68347.75146,34878.37357,35254.03796,59306.87501,18712.83334,20727.01956,22316.88816,19646.05429,11746.81048,2515.158147,6177.500402,2181.119632,705.2795963,876.956928,31974.06991,43427.17051,22187.97756,27861.07926,34391.56368
153,AL,Alabama River Pulp,10216,Alabama Power Co,195,Alabama River Cellulose LLC,57356,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,099,Monroe,31.5825,-87.4889,49529.85168,68347.75146,34878.37357,35254.03796,59306.87501,18712.83334,20727.01956,22316.88816,19646.05429,11746.81048,2515.158147,6177.500402,2181.119632,705.2795963,876.956928,31974.06991,43427.17051,22187.97756,27861.07926,34391.56368
154,AL,Albertville,7924,Tennessee Valley Authority,18642,Albertville Municipal Utilities Board,241,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,095,Marshall,34.363389,-86.223889,79247.63978,102184.3494,63687.13351,59103.26114,91817.37972,22394.1002,26613.79923,27405.72773,22776.79129,12326.51214,4700.476795,10989.87714,4600.468512,1367.625901,1681.766092,51941.61422,73421.50852,35278.37017,35626.88094,63140.53458
155,AL,AMEA Sylacauga Plant,56018,Alabama Power Co,195,Alabama Municipal Elec Authority,40614,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,121,Talladega,33.1661,-86.2825,67685.06151,89938.06571,56452.96649,46848.57933,77221.46253,20453.49607,21542.5139,27283.48604,21108.41232,11487.60526,3365.418581,7791.116372,3381.808544,868.1340608,1287.667326,49705.18528,61434.91106,41464.08227,49257.74803,46588.9044
156,AL,ANAD Solar Array,60680,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,015,Calhoun,33.626728,-85.969481,76608.28876,101539.1448,61154.39536,57130.05845,86360.24528,21574.21588,23375.92611,27784.48764,22998.95899,11699.50303,4183.82016,9333.515582,4512.281042,1330.645008,1417.947233,51497.96262,70801.57131,40247.62647,39991.87647,54867.30994
160,AL,Bankhead Dam,2,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,125,Tuscaloosa,33.458665,-87.356823,75379.16387,102432.686,58559.46826,51922.10657,88318.23517,21853.68672,22979.98146,28541.06332,23692.83635,11618.86967,3787.780269,8587.42497,3912.638076,1226.505308,1295.168628,55498.4194,72432.12619,47348.24601,47025.32184,55142.51862
161,AL,Barry,3,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,31.0069,-88.0103,58677.5605,78885.04321,42032.49468,41576.97985,71826.61301,19910.13745,23650.70805,23229.59957,19712.97334,12395.40768,2747.426724,6250.846651,2715.505244,854.9598051,1040.508999,35489.90891,50231.30322,24946.36662,29026.7357,37744.85725
162,AL,Bartletts Ferry,702,Georgia Power Co,7140,Georgia Power Co,7140,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,081,Lee,32.661976,-85.091552,71988.21223,94463.5329,56850.57292,52743.46906,83588.246,19685.69316,20396.15863,25883.27906,20418.12858,11749.74499,3156.648267,7452.302243,2842.292215,818.5488629,1370.608874,50240.16477,62229.79855,42314.95438,49812.268,46533.32868
163,AL,Bellefonte,6150,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,071,Jackson,34.7092,-85.9278,77196.65187,97707.32332,59796.35455,59708.76503,91390.94677,22034.48651,25432.52054,25108.55058,23978.77148,13332.26917,4886.450854,10789.0929,4645.971657,1544.303811,2391.070758,54785.60092,73494.88313,35304.97571,44404.41737,65784.97764
164,AL,Boise Cascade Pulp & Paper Mill,55044,Alabama Power Co,195,Boise White Paper LLC,56310,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,025,Clarke,31.4894,-87.8989,50554.17718,69163.58132,35301.57812,35451.4474,61950.53173,19577.85219,22776.62295,23053.87066,19804.01815,12016.45643,2590.408566,6193.748182,2337.272854,800.5331615,903.1472173,32373.91261,44210.08928,22814.67879,28171.53155,34268.90258
165,AL,Browns Ferry,46,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,083,Limestone,34.7042,-87.1189,79665.89618,103166.4499,62342.18917,59016.63614,93955.91703,23828.43853,27526.93585,28344.72554,25743.18479,13159.5473,5046.4945,11781.27004,4897.997589,1660.36026,1722.569845,55109.38542,78263.0019,38953.28375,37117.64712,65893.80969
166,AL,Calhoun Energy Center,55409,Alabama Power Co,195,Calhoun Power Co LLC,34028,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,015,Calhoun,33.5883,-85.9731,75137.05691,98841.80308,60904.55056,57294.83382,83251.54352,20627.22123,21902.78011,26105.43931,23034.72873,11129.075,3711.458786,8375.112531,3913.985211,1186.145935,1238.474355,51137.37431,68468.87924,38354.54033,46789.84047,50853.01485
167,AL,Charles R Lowman,56,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,129,Washington,31.488019,-87.910747,50554.17718,69163.58132,35301.57812,35451.4474,61950.53173,19577.85219,22776.62295,23053.87066,19804.01815,12016.45643,2590.408566,6193.748182,2337.272854,800.5331615,903.1472173,32373.91261,44210.08928,22814.67879,28171.53155,34268.90258
168,AL,Colbert,47,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,033,Colbert,34.7439,-87.8486,66026.16587,87393.61701,48745.08058,47437.34416,80336.40738,22494.57958,25678.33961,25874.65289,24944.00203,13099.40778,4365.48143,10633.66552,3380.530013,1388.991438,1904.421721,45302.0279,63837.19877,29242.23775,34088.78838,53875.82557
169,AL,Crestwood Dothan,54985,City of Dothan - (AL),5309,Crestwood Corp,4468,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,069,Houston,31.262356,-85.402737,56559.38077,74272.15406,41396.31121,43773.20465,66442.68934,19404.50157,22460.39874,23701.36476,19195.66033,11952.88198,2822.648226,6895.250786,2326.074417,838.1555649,1083.658102,33505.27054,46653.25456,21355.18958,29288.22548,36637.76979
170,AL,Decatur Energy Center,55292,Tennessee Valley Authority,18642,Decatur Energy Center LLC,2929,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,103,Morgan,34.6292,-87.0214,79761.33673,103582.7531,64018.03901,57894.09336,93356.5105,22611.45286,26083.40648,27392.79313,23764.6854,12773.70797,4677.444975,10934.438,4433.875607,1422.721659,1774.739297,53266.37243,76150.10999,37063.46264,36772.6032,62916.81178
171,AL,Decatur-Morgan Co LFG Recovery Project,58061,Joe Wheeler Elec Member Corp,9739,Granger Electric Co,7477,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,103,Morgan,34.623611,-87.101111,79761.33673,103582.7531,64018.03901,57894.09336,93356.5105,22611.45286,26083.40648,27392.79313,23764.6854,12773.70797,4677.444975,10934.438,4433.875607,1422.721659,1774.739297,53266.37243,76150.10999,37063.46264,36772.6032,62916.81178
172,AL,District 100 Transco Gas Pipe Line,54743,Alabama Power Co,195,Transcontinental Gas PL Corp,19102,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,021,Chilton,32.668889,-86.72,61158.16419,84966.10037,44496.91057,40763.67545,74050.54556,19347.56705,21779.38338,24421.18847,18885.85521,11901.85653,3069.421618,7599.605117,2519.194002,724.3493398,1286.766641,42289.16531,53785.50864,34521.7668,37145.06385,43599.49863
173,AL,E B Harris Generating Plant,7897,Alabama Power Co,195,Southern Power Co,17650,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,001,Autauga,32.381352,-86.574366,61158.16419,84966.10037,44496.91057,40763.67545,74050.54556,19347.56705,21779.38338,24421.18847,18885.85521,11901.85653,3069.421618,7599.605117,2519.194002,724.3493398,1286.766641,42289.16531,53785.50864,34521.7668,37145.06385,43599.49863
174,AL,E C Gaston,26,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,117,Shelby,33.244211,-86.458056,73867.61941,99067.47227,62273.42687,52994.35453,80838.62462,20726.54323,21750.98332,27081.13875,22041.26623,11520.51099,3497.853675,7993.920637,3703.330441,985.5627869,1180.934239,53150.97356,66814.0821,43017.90207,53041.86555,49683.49934
175,AL,ExxonMobil Mobile Bay Onshore,54550,Alabama Power Co,195,Exxon Mobil Production Co,6529,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,30.43203,-88.18241,52965.43428,67741.21499,46553.13926,43641.58179,53417.20809,17828.30583,25201.2169,21206.2773,16283.89795,8165.306132,2756.880095,6266.510446,3426.887502,773.7581494,454.877686,28352.38487,41965.66228,25164.88024,24422.14599,21752.74114
176,AL,Fort Rucker Solar Array,60679,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,045,Dale,31.331148,-85.73019,58941.86004,77392.02585,42862.79061,45994.8003,69149.00455,19001.57891,22363.15191,22620.98982,18587.53743,12124.12916,2824.276257,6846.311444,2334.392434,830.2392434,1128.625317,33601.3122,47713.38129,19781.93834,27816.44997,39032.68422
177,AL,Gadsden,7,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,055,Etowah,34.0128,-85.9708,81289.48504,104668.4693,64383.64296,61239.98215,94622.88088,21832.53127,25396.23188,25914.85935,22640.40269,12985.11182,4658.282325,10536.47417,4516.204694,1343.55704,2061.379789,54813.88997,74174.15213,40129.28651,43726.06429,61062.21095
178,AL,Gantt,53,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,039,Covington,31.4033,-86.479469,52841.17289,71455.02389,38721.00588,38960.0355,61866.78169,18711.96257,20946.4138,23163.49696,18328.12875,12085.50943,2683.891115,6342.134862,2403.082967,750.2024239,1087.658739,31192.20617,43357.49059,19125.13067,26054.41332,36167.02907
179,AL,Georgia-Pacific Brewton Mill,54789,Alabama Power Co,195,Georgia-Pacific Brewton LLC,55932,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,053,Escambia,31.077,-87.1116,57302.93333,76098.06604,42475.97701,40221.3125,70009.26782,19519.55597,23455.14285,23242.627,18426.65492,12391.17669,2738.32652,6224.043583,2745.006198,753.6509027,1096.230641,34512.46278,48015.32678,24686.6599,28234.8553,37101.37346
180,AL,Georgia-Pacific Consr Prods LP-Naheola,10699,Alabama Power Co,195,Georgia-Pacific Consr Prods LP-Naheola,7136,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,023,Choctaw,32.2268,-88.0252,50057.36931,71860.5247,35481.79191,31203.70358,61383.73468,18917.67555,21329.77125,23144.53825,18870.97586,11875.14171,2742.204234,7100.999528,2099.890404,633.280958,1010.927057,34088.6962,45489.64204,26130.87967,28950.92906,35740.61015
181,AL,Goat Rock,707,Georgia Power Co,7140,Georgia Power Co,7140,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,081,Lee,32.60965,-85.0805,71988.21223,94463.5329,56850.57292,52743.46906,83588.246,19685.69316,20396.15863,25883.27906,20418.12858,11749.74499,3156.648267,7452.302243,2842.292215,818.5488629,1370.608874,50240.16477,62229.79855,42314.95438,49812.268,46533.32868
182,AL,Gorgas,8,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,127,Walker,33.644344,-87.196486,75379.16387,102432.686,58559.46826,51922.10657,88318.23517,21853.68672,22979.98146,28541.06332,23692.83635,11618.86967,3787.780269,8587.42497,3912.638076,1226.505308,1295.168628,55498.4194,72432.12619,47348.24601,47025.32184,55142.51862
183,AL,Greene County,10,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,063,Greene,32.6017,-87.7811,52750.02375,74411.59503,40106.67406,33226.99345,62953.19765,20189.10651,22361.92567,26139.40788,20034.36029,11624.83549,2995.402367,7583.727017,2570.991091,707.4120825,999.6331785,36341.84298,47853.57614,29651.02859,31063.09542,36730.31217
184,AL,Guntersville,48,Tennessee Valley Authority,18642,Tennessee Valley Authority,18642,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,095,Marshall,34.421272,-86.393931,79247.63978,102184.3494,63687.13351,59103.26114,91817.37972,22394.1002,26613.79923,27405.72773,22776.79129,12326.51214,4700.476795,10989.87714,4600.468512,1367.625901,1681.766092,51941.61422,73421.50852,35278.37017,35626.88094,63140.53458
185,AL,H Neely Henry Dam,11,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,015,Calhoun,33.7845,-86.0524,76608.28876,101539.1448,61154.39536,57130.05845,86360.24528,21574.21588,23375.92611,27784.48764,22998.95899,11699.50303,4183.82016,9333.515582,4512.281042,1330.645008,1417.947233,51497.96262,70801.57131,40247.62647,39991.87647,54867.30994
186,AL,Harris Dam,6188,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,111,Randolph,33.258281,-85.616047,70230.02168,93078.28767,58319.65853,48409.53647,80856.90826,20133.08657,22019.46332,25141.05303,21263.01733,11805.19431,3752.402933,8352.320368,3785.839093,1044.384664,1671.722205,47074.40015,63579.25647,35421.39053,39197.6861,49987.06921
187,AL,Hillabee Energy Center,55411,Alabama Power Co,195,CER Generation LLC,55987,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,123,Tallapoosa,33.000669,-85.903278,63755.34544,87378.48474,48382.56759,43288.7768,75685.65396,19690.10526,21157.10658,24818.35802,20772.85811,11672.77899,3314.98918,7745.393252,3029.966051,864.5762966,1476.059883,45576.53618,59373.36348,35180.13325,42605.62058,45047.55867
188,AL,Hog Bayou Energy Center,55241,Alabama Power Co,195,Mobile Energy LLC,12739,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,30.7478,-88.0575,80127.97488,100440.2586,65273.99356,62505.78796,91849.5584,19745.23974,24395.4245,23578.55595,18073.91488,12240.85673,2943.153946,6512.263389,3192.222914,913.1387914,1030.826017,44100.1478,62221.7256,33366.64835,37232.97383,43544.78982
189,AL,Holt Dam,12,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,125,Tuscaloosa,33.2553,-87.4495,74670.28587,102804.4928,59578.93076,50746.67442,85260.10077,21314.97297,21589.5461,27961.05006,23201.89057,12031.05996,3539.331999,8124.687386,3568.836646,1108.834074,1233.823851,51610.4476,68996.24569,40406.61795,45655.52248,51360.47742
190,AL,International Paper-Prattville Mill,52140,Alabama Power Co,195,International Paper Co,8009,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,001,Autauga,32.4187,-86.4718,61158.16419,84966.10037,44496.91057,40763.67545,74050.54556,19347.56705,21779.38338,24421.18847,18885.85521,11901.85653,3069.421618,7599.605117,2519.194002,724.3493398,1286.766641,42289.16531,53785.50864,34521.7668,37145.06385,43599.49863
191,AL,International Paper-Riverdale Mill,54096,Alabama Power Co,195,International Paper Co-Riverdl,9393,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,047,Dallas,32.426016,-86.870912,56858.79972,81867.73318,39208.43822,36297.42249,69717.54921,20315.62497,21723.60919,27264.916,19363.72009,12431.44307,2942.232606,7422.148029,2307.760814,686.9807113,1222.913413,41997.39707,52733.61583,37493.49199,36197.10527,41505.60574
192,AL,James H Miller Jr,6002,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,073,Jefferson,33.6319,-87.0597,108814.3823,135206.6299,96490.0108,87239.10185,116062.2365,21685.3496,21422.89669,29606.92702,24040.25315,11261.61737,4147.723466,8415.24627,5144.429758,1552.925522,1338.484505,76657.99692,94070.93238,71707.08417,70938.35448,69899.61063
193,AL,Jones Bluff,6131,Alabama Power Co,195,USCE-Mobile District,27813,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,001,Autauga,32.324242,-86.784319,55785.79205,77770.23911,44989.16724,34194.20435,65841.80989,18793.95158,20561.47499,24614.52917,17982.6373,11655.51713,2856.562384,6969.832111,2589.677956,628.2825686,1105.896896,36673.23982,48086.85796,27587.19412,32962.70251,37894.24862
194,AL,Jordan Dam,13,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,051,Elmore,32.6189,-86.2548,78667.92372,101340.0757,63267.973,58480.74621,91232.33179,19788.08398,20816.01714,26265.54649,19674.28736,12013.03765,3112.277484,7471.819287,2698.135589,807.8932414,1324.646502,52815.8015,63545.99141,46463.66985,51848.61857,49383.89145
195,AL,Joseph M Farley,6001,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,069,Houston,31.2231,-85.1116,56559.38077,74272.15406,41396.31121,43773.20465,66442.68934,19404.50157,22460.39874,23701.36476,19195.66033,11952.88198,2822.648226,6895.250786,2326.074417,838.1555649,1083.658102,33505.27054,46653.25456,21355.18958,29288.22548,36637.76979
196,AL,LaFayette Solar Farm,60583,Alabama Power Co,195,"AL Solar A, LLC",60347,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,017,Chambers,32.876313,-85.38821,69388.24302,91973.50725,57343.21442,48297.07763,79635.87804,20267.2088,20488.91126,27910.29908,20626.98599,11735.85082,3228.846203,7451.292169,3126.788303,820.6093235,1374.016208,48449.42189,59889.47897,42334.66769,46369.58847,45140.96384
197,AL,Langdale,711,Georgia Power Co,7140,Georgia Power Co,7140,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,017,Chambers,32.813836,-85.167786,71988.21223,94463.5329,56850.57292,52743.46906,83588.246,19685.69316,20396.15863,25883.27906,20418.12858,11749.74499,3156.648267,7452.302243,2842.292215,818.5488629,1370.608874,50240.16477,62229.79855,42314.95438,49812.268,46533.32868
198,AL,Lay Dam,15,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,021,Chilton,32.9633,-86.5187,66254.69103,89364.28244,54441.97162,44467.42268,76426.44644,20881.98589,21717.63426,28776.35998,20659.13206,11924.51924,3258.106816,7640.351381,3228.04978,801.3663036,1233.923254,47910.99409,59166.296,40698.3426,46078.97188,45651.55194
199,AL,Lewis Smith Dam,18,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,127,Walker,33.9406,-87.1077,73409.38432,98361.23531,56089.27845,50854.02618,88069.79212,21711.23196,25524.11257,26998.39335,21474.58684,12242.83238,4092.891945,9728.703404,3758.337107,1113.22092,1617.130431,49533.95707,68933.3945,37978.74391,36820.87549,54264.94757
200,AL,Logan Martin Dam,14,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,121,Talladega,33.425878,-86.337547,86641.78818,109763.5757,72882.03848,68836.42391,94828.2434,20841.47412,22476.17564,26813.12009,22297.37595,11241.30072,3881.861735,8696.542738,4215.795845,1230.376623,1248.166085,58668.88621,74972.6345,48417.57992,54912.01169,56331.18267
201,AL,Martin Dam,16,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,051,Elmore,32.680394,-85.911442,63467.10769,87150.64565,45747.60303,45441.00299,75220.92857,19975.04435,20531.98554,26702.47901,20860.59848,11418.41832,3008.210606,7352.921921,2454.729167,808.4215364,1275.97888,46464.89088,57170.89367,40348.86265,45615.32208,42642.95086
202,AL,McIntosh (7063),7063,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,129,Washington,31.2546,-88.0299,50554.17718,69163.58132,35301.57812,35451.4474,61950.53173,19577.85219,22776.62295,23053.87066,19804.01815,12016.45643,2590.408566,6193.748182,2337.272854,800.5331615,903.1472173,32373.91261,44210.08928,22814.67879,28171.53155,34268.90258
203,AL,McWilliams,533,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,039,Covington,31.400255,-86.476449,52841.17289,71455.02389,38721.00588,38960.0355,61866.78169,18711.96257,20946.4138,23163.49696,18328.12875,12085.50943,2683.891115,6342.134862,2403.082967,750.2024239,1087.658739,31192.20617,43357.49059,19125.13067,26054.41332,36167.02907
204,AL,"MeadWestvaco Coated Board, LLC",54802,Alabama Power Co,195,Mead Coated Board Inc,12222,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,113,Russell,32.1761,-85.0272,60197.66673,78905.66886,48227.77752,46211.53806,67124.24028,19947.18361,20148.85814,26618.43853,21011.84301,11704.83754,2899.026138,6743.843356,2855.031714,857.5274245,1002.85238,38229.77423,49807.97959,28348.91624,36026.07685,38673.18064
205,AL,Millers Ferry,38,Alabama Power Co,195,USCE-Mobile District,27813,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,131,Wilcox,32.100881,-87.399767,51075.01686,70800.44244,36109.18884,36490.16354,60578.11653,18969.377,20338.1319,22927.96703,20190.60556,12030.12219,2602.573735,6466.102395,2149.571476,698.0145102,973.1971953,34221.19146,44696.11375,23963.91817,32871.55623,35309.52459
206,AL,Mitchell Dam,17,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,037,Coosa,32.806025,-86.444892,66254.69103,89364.28244,54441.97162,44467.42268,76426.44644,20881.98589,21717.63426,28776.35998,20659.13206,11924.51924,3258.106816,7640.351381,3228.04978,801.3663036,1233.923254,47910.99409,59166.296,40698.3426,46078.97188,45651.55194
207,AL,Mobile Energy Services LLC,50407,Alabama Power Co,195,DTE Energy Services,34672,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,097,Mobile,30.736487,-88.051643,80127.97488,100440.2586,65273.99356,62505.78796,91849.5584,19745.23974,24395.4245,23578.55595,18073.91488,12240.85673,2943.153946,6512.263389,3192.222914,913.1387914,1030.826017,44100.1478,62221.7256,33366.64835,37232.97383,43544.78982
208,AL,Morgan Energy Center,55293,Tennessee Valley Authority,18642,Morgan Energy Center LLC,29122,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,103,Morgan,34.6397,-87.0639,79761.33673,103582.7531,64018.03901,57894.09336,93356.5105,22611.45286,26083.40648,27392.79313,23764.6854,12773.70797,4677.444975,10934.438,4433.875607,1422.721659,1774.739297,53266.37243,76150.10999,37063.46264,36772.6032,62916.81178
209,AL,Plant H. Allen Franklin,7710,Georgia Power Co,7140,Southern Power Co,17650,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,081,Lee,32.6078,-85.0975,71988.21223,94463.5329,56850.57292,52743.46906,83588.246,19685.69316,20396.15863,25883.27906,20418.12858,11749.74499,3156.648267,7452.302243,2842.292215,818.5488629,1370.608874,50240.16477,62229.79855,42314.95438,49812.268,46533.32868
210,AL,Point A,55,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,189,PowerSouth Energy Cooperative,AEC,SERC,SRSO,SERC South,,01,039,Covington,31.361146,-86.518307,53298.66312,71452.07507,38355.34219,39131.93117,63867.48895,18550.52239,22200.40256,22124.34564,17512.67245,11999.05261,2706.528172,6434.427231,2392.209824,745.6665716,1093.265044,29873.3641,42545.9666,17992.94993,23277.86214,35608.48337
211,AL,"River Bend Solar, LLC",60058,Tennessee Valley Authority,18642,"River Bend Solar, LLC",59790,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,077,Lauderdale,34.831511,-87.842204,68876.7023,89775.3352,52102.48113,49972.60376,83477.40119,23924.7238,27068.4106,27678.69119,26871.5749,13599.37689,4730.363695,11345.04467,3914.723104,1566.007953,1950.594393,50015.40968,67501.54404,35614.86151,38193.35358,58540.90823
212,AL,Rock-Tenn Mill,54763,Alabama Power Co,195,"WestRock Mill Company, LLC",59976,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,091,Marengo,32.4541,-87.9759,50105.92307,71425.48622,37084.92063,30564.5934,61053.56143,19165.32962,21192.02167,23909.69708,18984.05953,12126.52499,2769.428343,7070.226542,2176.260967,639.9447853,1069.391071,34065.28959,45439.31743,26108.29389,29026.80365,35619.40131
213,AL,SABIC Innovative Plastics - Burkville,7698,Alabama Power Co,195,Alabama Power Co,195,"Southern Company Services, Inc. - Trans",SOCO,SERC,SRSO,SERC South,,01,085,Lowndes,32.310226,-86.52542,55785.79205,77770.23911,44989.16724,34194.20435,65841.80989,18793.95158,20561.47499,24614.52917,17982.6373,11655.51713,2856.562384,6969.832111,2589.677956,628.2825686,1105.896896,36673.23982,48086.85796,27587.19412,32962.70251,37894.24862
214,AL,Sand Valley Power Station,59710,Sand Mountain Electric Coop,16629,Energy Developments Inc,55858,Tennessee Valley Authority,TVA,SERC,SRTV,SERC Tennessee Valley,,01,049,Dekalb,34.343875,-85.866103,76972.74562,100085.0577,62399.07914,55064.57578,90139.97398,21660.89521,25640.07937,25449.26651,22335.80355,12901.32506,4792.296161,10798.71562,4669.179326,1334.857134,2179.216982,51728.52734,71897.23004,34353.99744,38390.31157,62089.80672
